#  i    j     Ez     Tz    Tzl
  58   22    4.1   84.3    4.1
  58   23    4.2  120.8    4.2
  58   24    4.3  120.8    4.3
  58   25    4.3  120.8    4.3
  58   26    4.1   47.8    4.1
  58   27    4.0    4.0    4.0
  58   28    4.0   22.2    4.0
  58   29    4.0   19.7    4.0
  58   30    4.1   16.6    4.1
  58   31    4.2    9.6    4.2
  58   32    4.2   16.2    4.2
  58   33    4.2   16.4    4.2
  58   34    4.0   15.1    4.0
  58   35    3.9   12.7    3.9
  58   36    3.8   34.3    3.8
  58   37    3.6   32.4    3.6
  58   38    3.6    5.5    3.6
  58   39    3.5    3.5    3.5
  58   40    3.4    3.4    3.4
  58   41    3.5    3.5    3.5
  58   42    3.5    3.5    3.5
  58   43    3.5    3.5    3.5
  58   44    3.5    3.5    3.5
  58   45    3.6    3.6    3.6
  58   46    3.6    3.6    3.6
  58   47    3.6    3.6    3.6
  58   48    3.6    3.6    3.6
  58   49    3.7    3.7    3.7
  58   50    3.6    3.6    3.6
  58   51    3.5   28.6    3.5
  58   52    3.4  191.4    3.4
  58   53    3.3  191.4    3.3
  58   54    3.2  141.2    3.2
  58   55    3.1   80.2    3.1
  58   56    3.0   21.2    3.0
  58   57    3.0   13.2    3.0
  58   58    3.1   16.0    3.1
  58   59    3.3   14.2    3.3
  58   60    3.4   15.2    3.4
  58   61    3.5   14.3    3.5
  58   62    3.6   12.2    3.6
  58   63    3.6   15.0    3.6
  58   64    3.6    9.3    3.6
  58   65    2.9  132.8    2.9
  58   66    2.5  168.3    2.5
  58   67    3.2  106.4    3.2
  58   68    3.1    3.1    3.1
  58   69    3.0    3.0    3.0
  58   70    3.1   11.1    3.1
  58   71    3.1    8.7    3.1
  58   72    2.9   15.9    2.9
  58   73    2.9    2.9    2.9
  58   74    3.0    3.0    3.0
  58   75    3.0    3.0    3.0
  58   76    3.0    3.0    3.0
  58   77    3.1    3.1    3.1
  58   78    3.1    3.1    3.1
  58   79    3.0    3.0    3.0
  58   80    3.0    3.0    3.0
  58   81    3.1    3.1    3.1
  58   82    3.1    3.1    3.1
  58   83    3.1    3.1    3.1
  58   84    3.2    3.2    3.2
  58   85    3.4    3.4    3.4
  58   86    3.6    3.6    3.6
  58   87    4.3    4.3    4.3
  58   88    1.2    1.2    1.2
  58   89    0.4    0.4    0.4
  58   90    0.2    0.2    0.2
  58   91    0.1    0.1    0.1
  58   92    2.3    2.3    2.3
  58   93    4.4    4.4    4.4
  58   94    4.6    4.6    4.6
  58   95    4.7    4.9    4.7
  58   96    4.8    4.8    4.8
  58   97    4.9   11.1    4.9
  58   98    5.0   12.7    5.0
  58   99    5.1   21.0    5.1
  58  100    5.2   16.1    5.2
  59    1    2.4   16.9    2.4
  59    2    2.5   20.6    2.5
  59    3    2.7   36.1    2.7
  59    4    3.0   13.7    3.0
  59    5    3.1   33.9    3.1
  59    6    3.1   40.8    3.1
  59    7    3.1    8.2    3.1
  59    8    3.1   11.3    3.1
  59    9    3.0   32.1    3.0
  59   10    3.2   11.7    3.2
  59   11    3.3   17.0    3.3
  59   12    3.3   25.7    3.3
  59   13    3.4   17.4    3.4
  59   14    3.4   40.0    3.4
  59   15    3.4   30.6    3.4
  59   16    3.5   10.1    3.5
  59   17    3.6    3.6    3.6
  59   18    3.7    3.7    3.7
  59   19    4.0    4.0    4.0
  59   20    3.8   19.7    3.8
  59   21    3.9   37.6    3.9
  59   22    4.1  120.8    4.1
  59   23    4.2  120.8    4.2
  59   24    4.2  120.8    4.2
  59   25    4.2  106.2    4.2
  59   26    4.1    4.1    4.1
  59   27    4.0    7.7    4.0
  59   28    4.0   58.6    4.0
  59   29    4.1   62.2    4.1
  59   30    4.1   11.4    4.1
  59   31    4.1    4.1    4.1
  59   32    4.1    4.1    4.1
  59   33    4.1   13.2    4.1
  59   34    4.0   26.0    4.0
  59   35    3.9   25.2    3.9
  59   36    3.8   32.1    3.8
  59   37    3.8   19.1    3.8
  59   38    3.8    3.8    3.8
  59   39    3.7    3.7    3.7
  59   40    3.5    3.5    3.5
  59   41    3.5    3.5    3.5
  59   42    3.5    3.5    3.5
  59   43    3.6    3.8    3.6
  59   44    3.6    4.0    3.6
  59   45    3.6    3.6    3.6
  59   46    3.7    3.7    3.7
  59   47    3.7    3.7    3.7
  59   48    3.6    3.6    3.6
  59   49    3.5    3.5    3.5
  59   50    3.6    3.6    3.6
  59   51    3.5    3.5    3.5
  59   52    3.3  103.7    3.3
  59   53    3.3  203.9    3.3
  59   54    3.1  203.9    3.1
  59   55    3.1  203.9    3.1
  59   56    3.1  203.9    3.1
  59   57    3.2   64.5    3.2
  59   58    3.5    4.4    3.5
  59   59    3.3    7.9    3.3
  59   60    3.4   12.4    3.4
  59   61    3.4   10.7    3.4
  59   62    3.5    3.5    3.5
  59   63    3.5    3.5    3.5
  59   64    3.5    3.5    3.5
  59   65    3.2   34.1    3.2
  59   66    3.4   96.2    3.4
  59   67    3.3   44.5    3.3
  59   68    3.2    3.2    3.2
  59   69    3.1    4.7    3.1
  59   70    3.2   16.0    3.2
  59   71    3.3   24.9    3.3
  59   72    3.4   44.4    3.4
  59   73    3.3   41.8    3.3
  59   74    3.3   29.0    3.3
  59   75    3.3   18.6    3.3
  59   76    3.2    3.2    3.2
  59   77    3.1    3.1    3.1
  59   78    3.0    3.0    3.0
  59   79    3.0    3.0    3.0
  59   80    3.0    3.0    3.0
  59   81    3.1    3.1    3.1
  59   82    3.1    3.1    3.1
  59   83    3.2    3.2    3.2
  59   84    3.4    3.4    3.4
  59   85    3.6    3.6    3.6
  59   86    4.2    4.2    4.2
  59   87    4.1    4.1    4.1
  59   88    2.6    2.6    2.6
  59   89    0.5    0.5    0.5
  59   90    0.5    0.5    0.5
  59   91    3.2    3.2    3.2
  59   92    4.6    4.6    4.6
  59   93    4.6    4.6    4.6
  59   94    4.7    4.7    4.7
  59   95    4.8    4.8    4.8
  59   96    4.9    4.9    4.9
  59   97    5.0   21.3    5.0
  59   98    5.2    9.2    5.2
  59   99    5.2    5.2    5.2
  59  100    5.2   15.5    5.2
  60    1    1.2    1.2    1.2
  60    2    2.2   15.2    2.2
  60    3    2.5   42.3    2.5
  60    4    2.8   17.0    2.8
  60    5    2.8   13.4    2.8
  60    6    2.9    6.0    2.9
  60    7    2.9   21.2    2.9
  60    8    2.9   33.0    2.9
  60    9    2.8   22.2    2.8
  60   10    2.9   32.1    2.9
  60   11    3.1   17.6    3.1
  60   12    3.2   16.1    3.2
  60   13    3.4   38.6    3.4
  60   14    3.6   23.4    3.6
  60   15    3.5   12.0    3.5
  60   16    3.6   15.1    3.6
  60   17    3.6   22.9    3.6
  60   18    3.7    3.7    3.7
  60   19    4.0    4.0    4.0
  60   20    3.9    3.9    3.9
  60   21    4.0   47.8    4.0
  60   22    4.1  106.2    4.1
  60   23    4.2   98.9    4.2
  60   24    4.2  120.8    4.2
  60   25    4.2   47.9    4.2
  60   26    4.1    4.1    4.1
  60   27    4.2   29.9    4.2
  60   28    4.1   58.7    4.1
  60   29    4.2   47.7    4.2
  60   30    4.2   66.7    4.2
  60   31    4.2  108.4    4.2
  60   32    4.1   25.0    4.1
  60   33    4.0    8.8    4.0
  60   34    3.9   16.4    3.9
  60   35    3.8   26.7    3.8
  60   36    3.8   19.5    3.8
  60   37    3.9    5.3    3.9
  60   38    3.9    3.9    3.9
  60   39    3.9    3.9    3.9
  60   40    3.7    3.7    3.7
  60   41    3.6    3.6    3.6
  60   42    3.6    3.6    3.6
  60   43    3.7    3.7    3.7
  60   44    3.6    3.6    3.6
  60   45    3.6    3.6    3.6
  60   46    3.7    3.7    3.7
  60   47    3.9    3.9    3.9
  60   48    3.7    3.7    3.7
  60   49    3.7    3.7    3.7
  60   50    3.6    3.6    3.6
  60   51    3.5    3.5    3.5
  60   52    3.3   16.2    3.3
  60   53    3.3  179.2    3.3
  60   54    3.3  203.9    3.3
  60   55    3.3  203.9    3.3
  60   56    3.3  203.9    3.3
  60   57    3.5   58.8    3.5
  60   58    3.5  169.6    3.5
  60   59    3.5  114.2    3.5
  60   60    3.5   58.8    3.5
  60   61    3.5   14.5    3.5
  60   62    3.5    3.5    3.5
  60   63    3.5    3.5    3.5
  60   64    3.3    3.3    3.3
  60   65    2.5    2.5    2.5
  60   66    2.9    2.9    2.9
  60   67    3.1    3.1    3.1
  60   68    3.1    3.1    3.1
  60   69    3.2    8.7    3.2
  60   70    3.3   16.0    3.3
  60   71    3.3   31.2    3.3
  60   72    3.4   44.4    3.4
  60   73    3.5   44.4    3.5
  60   74    3.7   44.4    3.7
  60   75    3.8   36.8    3.8
  60   76    3.9    4.7    3.9
  60   77    3.8    4.1    3.8
  60   78    3.4    3.4    3.4
  60   79    3.0    3.0    3.0
  60   80    3.0    3.0    3.0
  60   81    3.1    3.1    3.1
  60   82    3.4    3.4    3.4
  60   83    3.7    3.7    3.7
  60   84    4.2    4.2    4.2
  60   85    4.3    4.3    4.3
  60   86    3.8    3.8    3.8
  60   87    2.8    2.8    2.8
  60   88    0.6    0.6    0.6
  60   89    0.8    0.8    0.8
  60   90    3.8    3.8    3.8
  60   91    4.8    4.8    4.8
  60   92    4.7    4.7    4.7
  60   93    4.7    4.7    4.7
  60   94    4.8    4.8    4.8
  60   95    4.8   12.1    4.8
  60   96    4.6   25.2    4.6
  60   97    4.9    7.6    4.9
  60   98    5.1   18.8    5.1
  60   99    5.2    8.6    5.2
  60  100    5.2   10.0    5.2
  61    1    1.3    1.3    1.3
  61    2    0.4    0.4    0.4
  61    3    2.0    5.9    2.0
  61    4    2.4   12.5    2.4
  61    5    2.5   17.6    2.5
  61    6    2.7   14.4    2.7
  61    7    2.7   11.1    2.7
  61    8    2.7    8.8    2.7
  61    9    2.7   31.6    2.7
  61   10    2.7   28.9    2.7
  61   11    2.8   27.1    2.8
  61   12    3.2   26.7    3.2
  61   13    3.5   11.2    3.5
  61   14    3.6   24.0    3.6
  61   15    3.6    9.1    3.6
  61   16    3.6   61.4    3.6
  61   17    3.7   26.8    3.7
  61   18    3.8    3.8    3.8
  61   19    3.9    3.9    3.9
  61   20    3.8    5.9    3.8
  61   21    3.8    3.8    3.8
  61   22    4.0    4.0    4.0
  61   23    4.1    4.1    4.1
  61   24    4.1   47.9    4.1
  61   25    4.1    4.1    4.1
  61   26    4.2    4.2    4.2
  61   27    4.2   60.1    4.2
  61   28    4.2   49.1    4.2
  61   29    4.2   11.5    4.2
  61   30    4.3   66.8    4.3
  61   31    4.2  170.9    4.2
  61   32    4.1  170.9    4.1
  61   33    3.9   56.1    3.9
  61   34    3.8    3.8    3.8
  61   35    3.8   10.4    3.8
  61   36    3.8   11.4    3.8
  61   37    3.9    4.7    3.9
  61   38    4.0    4.0    4.0
  61   39    3.8    3.8    3.8
  61   40    3.7    3.7    3.7
  61   41    3.7    3.7    3.7
  61   42    3.7    3.7    3.7
  61   43    3.7    3.7    3.7
  61   44    3.7    3.7    3.7
  61   45    3.7    3.7    3.7
  61   46    3.9    3.9    3.9
  61   47    3.9    3.9    3.9
  61   48    3.8    3.8    3.8
  61   49    3.6    3.6    3.6
  61   50    3.5    3.5    3.5
  61   51    3.5    3.5    3.5
  61   52    3.4    3.4    3.4
  61   53    3.3   28.8    3.3
  61   54    3.4  166.3    3.4
  61   55    3.4  203.9    3.4
  61   56    3.4  128.7    3.4
  61   57    3.5   69.9    3.5
  61   58    3.7  180.7    3.7
  61   59    3.6  180.7    3.6
  61   60    3.6  180.7    3.6
  61   61    3.5  169.6    3.5
  61   62    3.5    9.6    3.5
  61   63    3.5    3.5    3.5
  61   64    3.4    3.4    3.4
  61   65    3.4    3.4    3.4
  61   66    3.2    3.2    3.2
  61   67    3.1    3.1    3.1
  61   68    3.0    3.0    3.0
  61   69    3.1   12.8    3.1
  61   70    3.3   16.0    3.3
  61   71    3.4   40.9    3.4
  61   72    3.5   44.4    3.5
  61   73    3.6   44.4    3.6
  61   74    3.8   44.4    3.8
  61   75    3.9   19.2    3.9
  61   76    4.0    5.6    4.0
  61   77    4.0    5.7    4.0
  61   78    3.4    3.7    3.4
  61   79    3.0    3.0    3.0
  61   80    3.0   16.9    3.0
  61   81    3.3   25.4    3.3
  61   82    3.7    9.2    3.7
  61   83    4.2    4.2    4.2
  61   84    4.9    4.9    4.9
  61   85    4.7    4.7    4.7
  61   86    1.4    1.4    1.4
  61   87    1.2    1.2    1.2
  61   88    2.7    2.7    2.7
  61   89    3.7    3.7    3.7
  61   90    4.6    4.6    4.6
  61   91    4.6    4.6    4.6
  61   92    4.7    5.3    4.7
  61   93    4.7   12.6    4.7
  61   94    4.9    7.1    4.9
  61   95    4.8   30.1    4.8
  61   96    4.6   23.5    4.6
  61   97    4.5   12.9    4.5
  61   98    4.7   14.4    4.7
  61   99    5.3   25.4    5.3
  61  100    5.3    9.0    5.3
  62    1    2.3   15.6    2.3
  62    2    2.0    4.4    2.0
  62    3    0.8    0.8    0.8
  62    4    2.0    2.0    2.0
  62    5    2.4    6.1    2.4
  62    6    2.5   28.6    2.5
  62    7    2.6   24.0    2.6
  62    8    2.6   20.9    2.6
  62    9    2.6   11.5    2.6
  62   10    2.7   15.3    2.7
  62   11    2.8   28.1    2.8
  62   12    3.1   18.3    3.1
  62   13    3.4   25.1    3.4
  62   14    3.8    5.9    3.8
  62   15    3.7   53.7    3.7
  62   16    3.6   61.5    3.6
  62   17    3.6    3.6    3.6
  62   18    3.7    7.2    3.7
  62   19    3.7   18.6    3.7
  62   20    3.9   33.4    3.9
  62   21    4.0   13.6    4.0
  62   22    4.0    4.0    4.0
  62   23    4.0    4.0    4.0
  62   24    4.1    4.1    4.1
  62   25    4.2    4.2    4.2
  62   26    4.3   23.7    4.3
  62   27    4.3   35.1    4.3
  62   28    4.3   43.6    4.3
  62   29    4.3    9.9    4.3
  62   30    4.3  150.1    4.3
  62   31    4.3  170.9    4.3
  62   32    4.1  160.5    4.1
  62   33    3.9   14.4    3.9
  62   34    3.9    3.9    3.9
  62   35    3.9   18.2    3.9
  62   36    3.8    5.9    3.8
  62   37    3.9    6.2    3.9
  62   38    4.0   10.1    4.0
  62   39    3.7    7.1    3.7
  62   40    3.7   17.3    3.7
  62   41    3.8    6.9    3.8
  62   42    3.8    3.8    3.8
  62   43    3.8    3.8    3.8
  62   44    3.7    3.7    3.7
  62   45    3.8    3.8    3.8
  62   46    4.1    4.1    4.1
  62   47    3.9    3.9    3.9
  62   48    3.7   18.3    3.7
  62   49    3.5    7.7    3.5
  62   50    3.5    3.5    3.5
  62   51    3.4    3.4    3.4
  62   52    3.4    3.4    3.4
  62   53    3.3    3.3    3.3
  62   54    3.3    3.3    3.3
  62   55    3.3   91.0    3.3
  62   56    3.4    3.4    3.4
  62   57    3.6   21.8    3.6
  62   58    3.7   20.2    3.7
  62   59    3.7   70.1    3.7
  62   60    3.6  103.2    3.6
  62   61    3.6  125.4    3.6
  62   62    3.6   95.3    3.6
  62   63    3.5   83.0    3.5
  62   64    3.5   46.3    3.5
  62   65    3.4   15.6    3.4
  62   66    3.2    3.2    3.2
  62   67    3.2    3.2    3.2
  62   68    3.1   10.9    3.1
  62   69    3.2   40.9    3.2
  62   70    3.3   33.8    3.3
  62   71    3.4   44.4    3.4
  62   72    3.5   44.4    3.5
  62   73    3.6   44.4    3.6
  62   74    3.7   44.4    3.7
  62   75    3.8    6.9    3.8
  62   76    4.0    5.4    4.0
  62   77    3.7    3.7    3.7
  62   78    3.2    3.3    3.2
  62   79    3.1   17.0    3.1
  62   80    3.7   44.9    3.7
  62   81    4.0   17.8    4.0
  62   82    4.4    6.3    4.4
  62   83    5.2   12.6    5.2
  62   84    5.0    5.0    5.0
  62   85    3.0    3.0    3.0
  62   86    0.9    0.9    0.9
  62   87    1.8    1.8    1.8
  62   88    4.7    4.7    4.7
  62   89    4.5    4.5    4.5
  62   90    4.6    4.6    4.6
  62   91    4.6    4.6    4.6
  62   92    4.7    4.7    4.7
  62   93    4.8    4.8    4.8
  62   94    4.9    4.9    4.9
  62   95    4.8   13.9    4.8
  62   96    4.6   13.8    4.6
  62   97    4.4   10.6    4.4
  62   98    4.7   13.9    4.7
  62   99    5.1   17.9    5.1
  62  100    5.2   24.7    5.2
  63    1    2.5   30.3    2.5
  63    2    2.5   36.4    2.5
  63    3    2.3    9.6    2.3
  63    4    2.0    2.0    2.0
  63    5    2.2    2.2    2.2
  63    6    2.6   10.6    2.6
  63    7    2.6   29.3    2.6
  63    8    2.5   28.0    2.5
  63    9    2.5   16.7    2.5
  63   10    2.6   20.1    2.6
  63   11    2.8    9.8    2.8
  63   12    3.2   18.8    3.2
  63   13    3.4   13.2    3.4
  63   14    3.8    9.2    3.8
  63   15    4.0   46.2    4.0
  63   16    3.7   34.5    3.7
  63   17    3.7    3.7    3.7
  63   18    3.6   14.2    3.6
  63   19    3.8   13.8    3.8
  63   20    4.0   13.9    4.0
  63   21    4.1   14.6    4.1
  63   22    4.0   48.9    4.0
  63   23    4.0   28.2    4.0
  63   24    4.1    4.1    4.1
  63   25    4.2    4.2    4.2
  63   26    4.3   14.0    4.3
  63   27    4.3   31.5    4.3
  63   28    4.4   12.2    4.4
  63   29    4.4   52.3    4.4
  63   30    4.4  162.4    4.4
  63   31    4.2  170.9    4.2
  63   32    4.1   87.5    4.1
  63   33    4.0   43.9    4.0
  63   34    4.0   97.3    4.0
  63   35    3.9   17.2    3.9
  63   36    3.9    3.9    3.9
  63   37    3.9    5.9    3.9
  63   38    3.9   12.5    3.9
  63   39    3.8    9.9    3.8
  63   40    3.8   15.2    3.8
  63   41    3.9   44.2    3.9
  63   42    3.9   27.0    3.9
  63   43    3.8    3.8    3.8
  63   44    3.7    3.7    3.7
  63   45    3.8    3.8    3.8
  63   46    3.7    3.7    3.7
  63   47    3.7   11.3    3.7
  63   48    3.6   33.2    3.6
  63   49    3.5   32.8    3.5
  63   50    3.4   37.0    3.4
  63   51    3.4   17.6    3.4
  63   52    3.3   20.6    3.3
  63   53    3.2    5.4    3.2
  63   54    3.2    3.2    3.2
  63   55    3.1    3.1    3.1
  63   56    3.1    3.1    3.1
  63   57    3.3   21.7    3.3
  63   58    3.3   32.7    3.3
  63   59    3.2   21.7    3.2
  63   60    3.4    5.3    3.4
  63   61    3.6   15.8    3.6
  63   62    3.6   83.1    3.6
  63   63    3.6  101.4    3.6
  63   64    3.6  101.4    3.6
  63   65    3.5  101.4    3.5
  63   66    3.4   15.6    3.4
  63   67    3.3    3.3    3.3
  63   68    3.3    5.9    3.3
  63   69    3.4   16.2    3.4
  63   70    3.5   29.1    3.5
  63   71    3.5   41.8    3.5
  63   72    3.5   44.4    3.5
  63   73    3.5   44.4    3.5
  63   74    3.4   39.3    3.4
  63   75    3.6    3.6    3.6
  63   76    3.7    3.7    3.7
  63   77    3.4    3.4    3.4
  63   78    3.5    3.5    3.5
  63   79    3.7    9.2    3.7
  63   80    4.2    7.0    4.2
  63   81    4.5    8.0    4.5
  63   82    4.4   24.0    4.4
  63   83    2.5    8.0    2.5
  63   84    0.7    0.7    0.7
  63   85    2.2    2.2    2.2
  63   86    4.7    4.7    4.7
  63   87    5.2    5.2    5.2
  63   88    4.8    4.8    4.8
  63   89    4.6    6.8    4.6
  63   90    4.8    4.8    4.8
  63   91    4.9    4.9    4.9
  63   92    4.9    4.9    4.9
  63   93    5.0    5.0    5.0
  63   94    4.9    4.9    4.9
  63   95    4.8    4.8    4.8
  63   96    4.7    4.7    4.7
  63   97    4.5   12.0    4.5
  63   98    4.6    9.1    4.6
  63   99    4.9   21.6    4.9
  63  100    5.1   13.0    5.1
  64    1    2.5   13.5    2.5
  64    2    2.6   23.3    2.6
  64    3    2.5    6.6    2.5
  64    4    2.4   14.6    2.4
  64    5    2.5    2.5    2.5
  64    6    2.7    2.7    2.7
  64    7    2.6    4.3    2.6
  64    8    2.5   27.3    2.5
  64    9    2.5   15.8    2.5
  64   10    2.5   25.6    2.5
  64   11    3.0   22.9    3.0
  64   12    3.4    3.4    3.4
  64   13    3.5    4.8    3.5
  64   14    3.5   16.5    3.5
  64   15    3.7    9.4    3.7
  64   16    3.9    3.9    3.9
  64   17    3.8    6.0    3.8
  64   18    3.6   12.5    3.6
  64   19    3.7   15.0    3.7
  64   20    3.9   18.3    3.9
  64   21    3.9   29.1    3.9
  64   22    4.0   59.3    4.0
  64   23    4.0   31.7    4.0
  64   24    4.1    4.1    4.1
  64   25    4.2   18.2    4.2
  64   26    4.2    7.7    4.2
  64   27    4.3    4.3    4.3
  64   28    4.3    8.0    4.3
  64   29    4.4   28.5    4.4
  64   30    4.4   18.5    4.4
  64   31    4.2  100.8    4.2
  64   32    4.1   14.5    4.1
  64   33    4.0   97.3    4.0
  64   34    3.9   97.3    3.9
  64   35    3.9    4.7    3.9
  64   36    4.0    4.8    4.0
  64   37    4.0    5.8    4.0
  64   38    4.0   24.7    4.0
  64   39    3.9   31.3    3.9
  64   40    3.9   18.4    3.9
  64   41    3.9   18.7    3.9
  64   42    3.9   15.4    3.9
  64   43    3.8    3.8    3.8
  64   44    3.8    3.8    3.8
  64   45    3.6    3.6    3.6
  64   46    3.4    3.4    3.4
  64   47    3.6   25.7    3.6
  64   48    3.5   18.7    3.5
  64   49    3.5   35.4    3.5
  64   50    3.5   30.2    3.5
  64   51    3.4   25.9    3.4
  64   52    3.3   37.9    3.3
  64   53    3.3   15.4    3.3
  64   54    3.0   10.0    3.0
  64   55    3.0    3.0    3.0
  64   56    3.0    3.0    3.0
  64   57    3.0    6.7    3.0
  64   58    3.0   21.6    3.0
  64   59    3.0   45.1    3.0
  64   60    3.2  132.2    3.2
  64   61    3.4  100.0    3.4
  64   62    3.6   59.9    3.6
  64   63    3.7   25.9    3.7
  64   64    3.6   77.0    3.6
  64   65    3.6   83.1    3.6
  64   66    3.5    3.5    3.5
  64   67    3.5    3.5    3.5
  64   68    3.5    3.5    3.5
  64   69    3.6   12.1    3.6
  64   70    3.6    9.8    3.6
  64   71    3.6    4.6    3.6
  64   72    3.5   12.2    3.5
  64   73    3.5   26.5    3.5
  64   74    3.8   19.6    3.8
  64   75    3.8    5.7    3.8
  64   76    3.7    3.7    3.7
  64   77    3.7    4.0    3.7
  64   78    4.0    5.3    4.0
  64   79    4.1    4.1    4.1
  64   80    3.9    3.9    3.9
  64   81    3.2    6.2    3.2
  64   82    0.8    1.6    0.8
  64   83    0.2    0.2    0.2
  64   84    1.9    1.9    1.9
  64   85    4.3   32.8    4.3
  64   86    5.0    5.0    5.0
  64   87    4.7    4.7    4.7
  64   88    4.6    4.6    4.6
  64   89    5.0   28.6    5.0
  64   90    5.2   13.7    5.2
  64   91    5.1    5.1    5.1
  64   92    5.2    5.2    5.2
  64   93    5.1    5.1    5.1
  64   94    5.1    5.1    5.1
  64   95    4.9    4.9    4.9
  64   96    4.7    4.7    4.7
  64   97    4.6    4.6    4.6
  64   98    4.5    4.5    4.5
  64   99    4.6    4.6    4.6
  64  100    4.9    4.9    4.9
  65    1    2.6   17.5    2.6
  65    2    2.7    2.7    2.7
  65    3    2.7    9.5    2.7
  65    4    2.6   25.0    2.6
  65    5    2.5   28.5    2.5
  65    6    2.5    4.4    2.5
  65    7    2.5    2.5    2.5
  65    8    2.6    2.6    2.6
  65    9    2.5   12.2    2.5
  65   10    2.7   34.3    2.7
  65   11    2.9   22.8    2.9
  65   12    3.3   13.5    3.3
  65   13    3.7   23.7    3.7
  65   14    3.8   10.9    3.8
  65   15    3.9    9.5    3.9
  65   16    4.0    4.0    4.0
  65   17    3.8   19.5    3.8
  65   18    3.8    9.5    3.8
  65   19    3.8   12.8    3.8
  65   20    3.9   13.7    3.9
  65   21    3.9   31.9    3.9
  65   22    4.0   48.9    4.0
  65   23    4.0    7.5    4.0
  65   24    4.2   11.2    4.2
  65   25    4.2   57.3    4.2
  65   26    4.2   25.1    4.2
  65   27    4.2   14.8    4.2
  65   28    4.2    7.6    4.2
  65   29    4.3    4.3    4.3
  65   30    4.3   11.9    4.3
  65   31    4.3   28.8    4.3
  65   32    4.2   44.1    4.2
  65   33    4.0  110.6    4.0
  65   34    4.0   44.0    4.0
  65   35    4.0   10.3    4.0
  65   36    4.0   10.6    4.0
  65   37    4.0   11.6    4.0
  65   38    4.0   23.7    4.0
  65   39    4.0   20.8    4.0
  65   40    4.0   29.7    4.0
  65   41    3.9   26.5    3.9
  65   42    3.9   16.5    3.9
  65   43    3.9    8.1    3.9
  65   44    3.9    3.9    3.9
  65   45    3.8    3.8    3.8
  65   46    3.7   11.1    3.7
  65   47    3.6   31.3    3.6
  65   48    3.6    7.7    3.6
  65   49    3.6   17.3    3.6
  65   50    3.5   12.9    3.5
  65   51    3.5   15.6    3.5
  65   52    3.4   14.3    3.4
  65   53    3.4   19.6    3.4
  65   54    3.2   23.6    3.2
  65   55    3.1   10.1    3.1
  65   56    3.0    8.5    3.0
  65   57    3.1    3.1    3.1
  65   58    3.0    3.0    3.0
  65   59    3.0   11.1    3.0
  65   60    3.0   75.7    3.0
  65   61    3.2  124.1    3.2
  65   62    3.2  132.2    3.2
  65   63    3.2  132.2    3.2
  65   64    3.6  108.1    3.6
  65   65    3.8   35.9    3.8
  65   66    3.5    3.5    3.5
  65   67    3.6    3.6    3.6
  65   68    3.8    3.8    3.8
  65   69    3.7    4.5    3.7
  65   70    3.7    5.2    3.7
  65   71    3.7    5.8    3.7
  65   72    3.6   15.3    3.6
  65   73    3.7   16.3    3.7
  65   74    4.0    8.1    4.0
  65   75    4.0    6.9    4.0
  65   76    3.7    3.7    3.7
  65   77    4.3    4.6    4.3
  65   78    4.3    5.7    4.3
  65   79    2.8    2.8    2.8
  65   80    1.0    1.0    1.0
  65   81    0.7    0.7    0.7
  65   82    0.8    3.6    0.8
  65   83    3.3    6.2    3.3
  65   84    4.5    4.5    4.5
  65   85    4.4    7.0    4.4
  65   86    4.4    4.4    4.4
  65   87    4.7    4.7    4.7
  65   88    4.8    4.8    4.8
  65   89    5.0   17.9    5.0
  65   90    5.2   26.6    5.2
  65   91    5.4    5.4    5.4
  65   92    5.4   10.1    5.4
  65   93    5.3   12.7    5.3
  65   94    5.2   15.0    5.2
  65   95    5.1    8.7    5.1
  65   96    4.9    4.9    4.9
  65   97    4.7    4.7    4.7
  65   98    4.6    4.6    4.6
  65   99    4.6    4.6    4.6
  65  100    4.8    4.8    4.8
  66    1    2.7    6.9    2.7
  66    2    2.8   15.3    2.8
  66    3    2.8   13.2    2.8
  66    4    2.8   13.5    2.8
  66    5    2.7   20.6    2.7
  66    6    2.4   28.0    2.4
  66    7    2.5   10.9    2.5
  66    8    2.5    2.5    2.5
  66    9    2.6    2.6    2.6
  66   10    2.7    9.0    2.7
  66   11    3.0   44.0    3.0
  66   12    3.4    5.0    3.4
  66   13    3.7   50.8    3.7
  66   14    3.9   23.5    3.9
  66   15    3.9    3.9    3.9
  66   16    3.9    3.9    3.9
  66   17    3.9   16.8    3.9
  66   18    3.8   19.9    3.8
  66   19    4.0   21.9    4.0
  66   20    4.0   22.7    4.0
  66   21    4.0   50.6    4.0
  66   22    4.0   20.8    4.0
  66   23    4.0    4.0    4.0
  66   24    4.2   19.3    4.2
  66   25    4.3   38.8    4.3
  66   26    4.2   20.1    4.2
  66   27    4.2   44.6    4.2
  66   28    4.2   54.7    4.2
  66   29    4.4   21.0    4.4
  66   30    4.4    7.5    4.4
  66   31    4.4    4.4    4.4
  66   32    4.3   37.6    4.3
  66   33    4.1   84.0    4.1
  66   34    4.0    6.4    4.0
  66   35    4.0   31.6    4.0
  66   36    4.0   16.0    4.0
  66   37    4.0   12.7    4.0
  66   38    4.0   18.2    4.0
  66   39    4.1   13.7    4.1
  66   40    4.0   31.6    4.0
  66   41    4.0   17.8    4.0
  66   42    4.0   37.5    4.0
  66   43    3.9   27.0    3.9
